idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
44,train,get together to face the challenge from Sir,CORRECT,CORRECT,False,,
45,train,members . THE two rival African Nationalist,INCORRECT: rival→general | CORRECTED: members . THE two general African Nationalist,INCORRECT,True,rival→general,members . THE two general African Nationalist
46,train,"Roy Welensky , the Federal Premier .",CORRECT,CORRECT,False,,
47,train,Parties of Northern Rhodesia have agreed to,CORRECT,CORRECT,False,,
48,train,Peeresses have been created . Most Labour,CORRECT,CORRECT,False,,
49,train,Labour has to have an adequate number of,CORRECT,CORRECT,False,,
50,train,sentiment would # still favour the abolition,CORRECT,CORRECT,False,,
51,train,"of the House of Lords , but while it remains",CORRECT,CORRECT,False,,
52,train,"Since 1958 , 13 Labour life Peers and","INCORRECT: Since→Science | CORRECTED: Science 1958 , 13 Labour life Peers and",INCORRECT,True,Since→Science,"Science 1958 , 13 Labour life Peers and"
53,train,of members . THE two rival African,CORRECT,CORRECT,False,,
54,train,Peeresses have been created . Most Labour,CORRECT,CORRECT,False,,
55,train,"the challenge from Sir Roy Welensky ,",CORRECT,CORRECT,False,,
56,train,"of the House of Lords , but while it remains",CORRECT,CORRECT,False,,
57,train,have agreed to get together to face,CORRECT,CORRECT,False,,
58,train,"Since 1958 , 13 Labour life Peers and",CORRECT,CORRECT,False,,
59,train,the Federal Premier .,CORRECT,CORRECT,False,,
60,train,Labour has to have an adequate number,CORRECT,CORRECT,False,,
61,train,Nationalist Parties of Northern Rhodesia,CORRECT,CORRECT,False,,
62,train,sentiment would still favour the abolition,CORRECT,CORRECT,False,,
63,train,Peeresses have been created . Most Labour sentiment,CORRECT,CORRECT,False,,
64,train,"Since 1958 , 13 Labour life Peers and #",CORRECT,CORRECT,False,,
65,train,"of Lords , but while it remains Labour has to",CORRECT,CORRECT,False,,
66,train,"challenge from Sir Roy Welensky , the Federal Premier .",CORRECT,CORRECT,False,,
67,train,two rival African Nationalist Parties of Northern,CORRECT,CORRECT,False,,
68,train,would still favour the abolition of the House,CORRECT,CORRECT,False,,
69,train,have an adequate number of members . THE,CORRECT,CORRECT,False,,
70,train,Rhodesia have agreed to get together to face the,CORRECT,CORRECT,False,,
71,train,"Party ( 280,000 members ) and Mr. Harry Nkumbula's African",CORRECT,CORRECT,False,,
72,train,to discuss a common course of action . Sir Roy is,CORRECT,CORRECT,False,,
73,train,Delegates from Mr. Kenneth Kaunda's United National Independence,CORRECT,CORRECT,False,,
74,train,violently opposed to Africans getting an elected majority,CORRECT,CORRECT,False,,
75,train,"in Northern Rhodesia , but the Colonial Secretary ,",CORRECT,CORRECT,False,,
76,train,"National Congress ( 400,000 ) will meet in London today",CORRECT,CORRECT,False,,
77,train,"Mr. Iain Macleod , is insisting on a policy of change .",CORRECT,CORRECT,False,,
78,train,Delegates from Mr. Kenneth Kaunda's,CORRECT,CORRECT,False,,
79,train,"( 280,000 members ) and Mr. Harry Nkumbula's",CORRECT,CORRECT,False,,
80,train,"majority in Northern Rhodesia , but the",CORRECT,CORRECT,False,,
81,train,"African National Congress ( 400,000 ) will",CORRECT,CORRECT,False,,
82,train,meet in London today to discuss a common,CORRECT,CORRECT,False,,
83,train,United National Independence Party,"INCORRECT: extra leading ""United "" | CORRECTED: National Independence Party",INCORRECT,True,"extra leading ""United """,National Independence Party
84,train,"Colonial Secretary , Mr. Iain Macleod ,",CORRECT,CORRECT,False,,
85,train,course of action . Sir Roy is violently,CORRECT,CORRECT,False,,
86,train,is insisting on a policy of change .,CORRECT,CORRECT,False,,
87,train,opposed to Africans getting an elected,CORRECT,CORRECT,False,,
88,train,"Rhodesia , but the Colonial Secretary , Mr. Iain",CORRECT,CORRECT,False,,
89,train,getting an elected majority in Northern,CORRECT,CORRECT,False,,
90,train,"National Independence Party ( 280,000 members )",CORRECT,CORRECT,False,,
91,train,"Congress ( 400,000 ) will meet in London today",CORRECT,CORRECT,False,,
92,train,to discuss a common course of action .,CORRECT,CORRECT,False,,
93,train,"Macleod , is insisting on a policy of change .",CORRECT,CORRECT,False,,
94,train,and Mr. Harry Nkumbula's African National,CORRECT,CORRECT,False,,
95,train,Delegates from Mr. Kenneth Kaunda's United,CORRECT,CORRECT,False,,
96,train,Sir Roy is violently opposed to Africans,CORRECT,CORRECT,False,,
97,train,"chief aide , Mr. Julius Greenfield , telephoned","INCORRECT: ""chief aide→thief made"" | CORRECTED: ""thief made, Mr. Julius Greenfield, telephoned""",INCORRECT,True,"""chief aide→thief made""","""thief made, Mr. Julius Greenfield, telephoned"""
98,train,his chief a report on his talks with,CORRECT,CORRECT,False,,
99,train,the talks fall through . There are bound,CORRECT,CORRECT,False,,
100,train,"to be demonstrations . "" Yesterday Sir Roy's","INCORRECT: Roy's → Roy said | CORRECTED: ""to be demonstrations . "" Yesterday Sir Roy said""",INCORRECT,True,Roy's → Roy said,"""to be demonstrations . "" Yesterday Sir Roy said"""
101,train,future . Said Mr. Nkumbula last night :,CORRECT,CORRECT,False,,
102,train,Mr. Macmillan at Chequers .,CORRECT,CORRECT,False,,
103,train,""" We want to discuss what to do if the",CORRECT,CORRECT,False,,
104,train,Sir Roy's United Federal Party is boycotting,CORRECT,CORRECT,False,,
105,train,the London talks on the Protectorate's,INCORRECT: talks→tollers | CORRECTED: the London tollers on the Protectorate's,INCORRECT,True,talks→tollers,the London tollers on the Protectorate's
106,train,British Government gives in to Sir Roy and,CORRECT,CORRECT,False,,
107,train,boycotting the London talks on the,CORRECT,CORRECT,False,,
108,train,"do if the British demonstrations . """,CORRECT,CORRECT,False,,
109,train,Sir Roy's United Federal Party is,CORRECT,CORRECT,False,,
110,train,Protectorate's future . Said Mr. Nkumbula,CORRECT,CORRECT,False,,
111,train,at Chequers .,CORRECT,CORRECT,False,,
112,train,"Yesterday Sir Roy's chief aide , Mr.",CORRECT,CORRECT,False,,
113,train,a report on his talks with Mr. Macmillan,CORRECT,CORRECT,False,,
114,train,"Julius Greenfield , telephoned his chief",CORRECT,CORRECT,False,,
115,train,"last night : "" We want to discuss what to",CORRECT,CORRECT,False,,
116,train,British Government gives in to Sir Roy,CORRECT,CORRECT,False,,
117,train,and the talks fall through . There are bound,INCORRECT: bound→bounds | CORRECTED: and the talks fall through . There are bounds,INCORRECT,True,bound→bounds,and the talks fall through . There are bounds
118,train,future . Said Mr. Nkumbula last night :,CORRECT,CORRECT,False,,
119,train,the London talks on the Protectorate's,CORRECT,CORRECT,False,,
120,train,"chief aide , Mr. Julius Greenfield , telephoned",CORRECT,CORRECT,False,,
121,train,Macmillan at Chequers .,CORRECT,CORRECT,False,,
122,train,""" We want to discuss what to do if the",CORRECT,CORRECT,False,,
123,train,Sir Roy's United Federal Party is boycotting,CORRECT,CORRECT,False,,
124,train,his chief a report on his talks with Mr.,CORRECT,CORRECT,False,,
125,train,"to be demonstrations . "" Yesterday Sir Roy's","INCORRECT: demonstrations→demonstratious | CORRECTED: ""to be demonstratious. "" Yesterday Sir Roy's",INCORRECT,True,demonstrations→demonstratious,"""to be demonstratious. "" Yesterday Sir Roy's"
126,train,to the Africans and Liberals attending . These,CORRECT,CORRECT,False,,
127,train,will meet to discuss the function of a,CORRECT,CORRECT,False,,
128,train,majority they are seeking . African delegates,CORRECT,CORRECT,False,,
129,train,are studying them today . The conference,CORRECT,CORRECT,False,,
130,train,plans do not give the Africans the overall,CORRECT,CORRECT,False,,
131,train,proposed House of Chiefs .,CORRECT,CORRECT,False,,
132,train,Lancaster House despite the crisis which had,"INCORRECT: Leading ""Lancaster "" incorrectly added, trailing "" lancastes"" omitted | CORRECTED: House despite the crisis which had lancastes",INCORRECT,True,"Leading ""Lancaster "" incorrectly added, trailing "" lancastes"" omitted",House despite the crisis which had lancastes
133,train,Mr. Macleod went on with the conference at,"INCORRECT: missing "" Mr."" at the end | CORRECTED: Mr. Macleod went on with the conference at Mr.",INCORRECT,True,"missing "" Mr."" at the end",Mr. Macleod went on with the conference at Mr.
134,train,blown up . He has now revealed his full plans,CORRECT,CORRECT,False,,
135,train,Mr. Macleod went on with the conference,CORRECT,CORRECT,False,,
136,train,at Lancaster House despite the crisis,CORRECT,CORRECT,False,,
137,train,them today . The conference will meet,CORRECT,CORRECT,False,,
138,train,attending . These plans do not give the,CORRECT,CORRECT,False,,
139,train,Africans the overall majority they are,CORRECT,CORRECT,False,,
140,train,House of Chiefs .,CORRECT,CORRECT,False,,
141,train,seeking . African delegates are studying,CORRECT,CORRECT,False,,
142,train,to discuss the function of a proposed,CORRECT,CORRECT,False,,
143,train,which had blown up . He has now revealed,CORRECT,CORRECT,False,,
144,train,his full plans to the Africans and Liberals,CORRECT,CORRECT,False,,
145,train,studying them today . The conference will meet,CORRECT,CORRECT,False,,
146,train,to discuss the function of a proposed House,CORRECT,CORRECT,False,,
147,train,blown up . He has now revealed his full plans,INCORRECT: He→lte | CORRECTED: blown up. lte has now revealed his full plans,INCORRECT,True,He→lte,blown up. lte has now revealed his full plans
148,train,to the Africans and Liberals attending . These,INCORRECT: These→Theise | CORRECTED: to the Africans and Liberals attending . Theise,INCORRECT,True,These→Theise,to the Africans and Liberals attending . Theise
149,train,plans do not give the Africans the overall majo-,CORRECT,CORRECT,False,,
150,train,rity they are seeking . African delegates are,CORRECT,CORRECT,False,,
151,train,Mr. Macleod went on with the conference at,CORRECT,CORRECT,False,,
152,train,Lancaster House despite the crisis which had,CORRECT,CORRECT,False,,
153,train,of Chiefs .,CORRECT,CORRECT,False,,
154,train,secret negotiations on Northern Rhodesia's future .,CORRECT,CORRECT,False,,
155,train,"Minister of the Central African Federation , went",CORRECT,CORRECT,False,,
156,train,in the Commons last night that there have been,"INCORRECT: missing the trailing "" in the Commons last night that there have been"" | CORRECTED: in the Commons last night that there have been in the Commons last night that there have been",INCORRECT,True,"missing the trailing "" in the Commons last night that there have been""",in the Commons last night that there have been in the Commons last night that there have been
157,train,to Chequers at the week-end for talks with,CORRECT,CORRECT,False,,
158,train,"MR. IAIN MACLEOD , the Colonial Secretary , denied",CORRECT,CORRECT,False,,
159,train,"But representatives of Sir Roy Welensky , Prime",CORRECT,CORRECT,False,,
160,train,The Northern Rhodesia conference in London has,CORRECT,CORRECT,False,,
161,train,Mr. Macmillan .,CORRECT,CORRECT,False,,
162,train,been boycotted by the two main settlers' parties -,INCORRECT: boycotted→boycollected | CORRECTED: been boycollected by the two main settlers' parties -,INCORRECT,True,boycotted→boycollected,been boycollected by the two main settlers' parties -
163,train,the United Federal Party and the Dominion Party .,CORRECT,CORRECT,False,,
164,train,boycotted by the two main settlers' parties -,CORRECT,CORRECT,False,,
165,train,there have been secret negotiations on,CORRECT,CORRECT,False,,
166,train,Party . But representatives of Sir Roy,CORRECT,CORRECT,False,,
167,train,Rhodesia conference in London has been,CORRECT,CORRECT,False,,
168,train,the week-end for talks with Mr. Macmillan .,CORRECT,CORRECT,False,,
169,train,the United Federal Party and the Dominion,CORRECT,CORRECT,False,,
170,train,denied in the Commons last night that,CORRECT,CORRECT,False,,
171,train,"Welensky , Prime Minister of the Central",CORRECT,CORRECT,False,,
172,train,"African Federation , went to Chequers at",CORRECT,CORRECT,False,,
173,train,Northern Rhodesia's future . The Northern,CORRECT,CORRECT,False,,
174,train,"MR. IAIN MACLEOD , the Colonial Secretary ,",CORRECT,CORRECT,False,,
175,train,in the Commons last night that there have,CORRECT,CORRECT,False,,
176,train,"Central African Federation , went to Chequers",CORRECT,CORRECT,False,,
177,train,"Mr. Iain Macleod , the Colonial Secretary , denied",CORRECT,CORRECT,False,,
178,train,future . The Northern Rhodesia conference in,CORRECT,CORRECT,False,,
179,train,been secret negotiations on the Northern Rhodesia's,CORRECT,CORRECT,False,,
180,train,and the Dominion Party . But representatives,CORRECT,CORRECT,False,,
181,train,London has been boycotted by the two main,CORRECT,CORRECT,False,,
182,train,settlers' parties - the United Federal Party,CORRECT,CORRECT,False,,
183,train,at the week-end for talks with Mr. Macmillan .,CORRECT,CORRECT,False,,
184,train,"of Sir Roy Welensky , Prime Minister of the",CORRECT,CORRECT,False,,
185,train,He said Britain had an obligation to consult the Federal,CORRECT,CORRECT,False,,
186,train,refusing to sit round the conference table .,CORRECT,CORRECT,False,,
187,train,"M Ps yesterday : "" I have no knowledge of secret negotiations . """,CORRECT,CORRECT,False,,
188,train,Government . But the final decision remained with the British,CORRECT,CORRECT,False,,
189,train,"Government . Mr. James Callaghan , Labour's Colonial spokesman ,",CORRECT,CORRECT,False,,
190,train,said Sir Roy had no right to delay progress in the talks by,CORRECT,CORRECT,False,,
191,train,Mr. Macleod was not at the week-end meeting . But he told,CORRECT,CORRECT,False,,
192,train,Northern Rhodesia is a member of the Federation .,CORRECT,CORRECT,False,,
193,train,He said Britain had an obligation to consult,CORRECT,CORRECT,False,,
194,train,the Federal Government . But the final,CORRECT,CORRECT,False,,
195,train,"have no knowledge of secret negotiations . """,CORRECT,CORRECT,False,,
196,train,"spokesman , said Sir Roy had no right to",CORRECT,CORRECT,False,,
197,train,"Mr. James Callaghan , Labour's Colonial",CORRECT,CORRECT,False,,
198,train,"meeting . But he told M Ps yesterday : "" I","INCORRECT: told→hold | CORRECTED: meeting . But he hold M Ps yesterday : "" I",INCORRECT,True,told→hold,"meeting . But he hold M Ps yesterday : "" I"
199,train,Northern Rhodesia is a member of the Federation .,CORRECT,CORRECT,False,,
200,train,decision remained with the British Government .,CORRECT,CORRECT,False,,
201,train,Mr. Macleod was not at the week-end,"INCORRECT: remove leading ""Mr. "" | CORRECTED: Macleod was not at the week-end",INCORRECT,True,"remove leading ""Mr. """,Macleod was not at the week-end
202,train,delay progress in the talks by refusing,CORRECT,CORRECT,False,,
203,train,to sit round the conference table .,CORRECT,CORRECT,False,,
204,train,"the Federal Government . Mr. James Callaghan ,",CORRECT,CORRECT,False,,
205,train,Northern Rhodesia is a member of the Fede-,CORRECT,CORRECT,False,,
206,train,said Britain had an obligation to consult,CORRECT,CORRECT,False,,
207,train,refusing to sit round the conference table .,CORRECT,CORRECT,False,,
208,train,"have no knowledge of secret negotiations . "" He",CORRECT,CORRECT,False,,
209,train,"Labour's Colonial spokesman , said Sir Roy had",CORRECT,CORRECT,False,,
210,train,no right to delay progress in the talks by,CORRECT,CORRECT,False,,
211,train,ration . Mr. Macleod was not at the week-end,CORRECT,CORRECT,False,,
212,train,"meeting . But he told M Ps yesterday : "" I","INCORRECT: M→OM | CORRECTED: meeting . But he told OM Ps yesterday : "" I",INCORRECT,True,M→OM,"meeting . But he told OM Ps yesterday : "" I"
213,train,"negotiations with Sir Roy's representative ,",CORRECT,CORRECT,False,,
214,train,"sent from the Government were "" unsatisfac-",CORRECT,CORRECT,False,,
215,train,Mr. Julius Greenfield . He was at Che-,CORRECT,CORRECT,False,,
216,train,day called on Mr. Macmillan to cease his,INCORRECT: cease→lease | CORRECTED: day called on Mr. Macmillan to lease his,INCORRECT,True,cease→lease,day called on Mr. Macmillan to lease his
217,train,"tory . "" African delegates to the talks yester-",CORRECT,CORRECT,False,,
218,train,parties had refused to attend the talks,CORRECT,CORRECT,False,,
219,train,Mr. Macleod thought the two Rhodesian,INCORRECT: Mr.→Mrs | CORRECTED: Mrs Macleod thought the two Rhodesian,INCORRECT,True,Mr.→Mrs,Mrs Macleod thought the two Rhodesian
220,train,Sir Roy's Federal Government in the,CORRECT,CORRECT,False,,
221,train,"regarded with "" growing anger "" the "" gross",CORRECT,CORRECT,False,,
222,train,"and unconstitutional "" interference by",CORRECT,CORRECT,False,,
223,train,quers last week-end . They said they,CORRECT,CORRECT,False,,
224,train,because Sir Roy had found messages,CORRECT,CORRECT,False,,
225,train,talks .,CORRECT,CORRECT,False,,
226,train,interference by Sir Roy's Federal Government in the talks .,INCORRECT: talks→tallies | CORRECTED: interference by Sir Roy's Federal Government in the tallies .,INCORRECT,True,talks→tallies,interference by Sir Roy's Federal Government in the tallies .
227,train,had found messages sent from the Government were,INCORRECT: were→where | CORRECTED: had found messages sent from the Government where,INCORRECT,True,were→where,had found messages sent from the Government where
228,train,at Chequers last week-end . They said they regarded,CORRECT,CORRECT,False,,
229,train,called on Mr. Macmillan to cease his negotiations with,CORRECT,CORRECT,False,,
230,train,had refused to attend the talks because Sir Roy,CORRECT,CORRECT,False,,
231,train,"with "" growing anger "" the gross and unconstitutional ""","INCORRECT: gross→grass, unconstitutional→uncan shift to thoral | CORRECTED: with "" growing anger "" the grass and uncan shift to thoral """"",INCORRECT,True,"gross→grass, unconstitutional→uncan shift to thoral","with "" growing anger "" the grass and uncan shift to thoral """""
232,train,""" unsatisfactory . "" African delegates to the talks yesterday",CORRECT,CORRECT,False,,
233,train,Mr. Macleod thought the two Rhodesian parties,CORRECT,CORRECT,False,,
234,train,"Sir Roy's representative , Mr. Julius Greenfield . He was",CORRECT,CORRECT,False,,
235,train,racial discrimination in Government,CORRECT,CORRECT,False,,
236,train,defended the appointment of a Negro as,CORRECT,CORRECT,False,,
237,train,strong opposition from the anti-Negro,CORRECT,CORRECT,False,,
238,train,his Housing Minister . It has aroused,CORRECT,CORRECT,False,,
239,train,and State housing projects .,CORRECT,CORRECT,False,,
240,train,Informal talks at Lancaster House will,CORRECT,CORRECT,False,,
241,train,B.Kaufmann,CORRECT,CORRECT,False,,
242,train,senators of the Deep South . The negro,CORRECT,CORRECT,False,,
243,train,resume today . President Kennedy today,INCORRECT: resume→Presume | CORRECTED: Presume today . President Kennedy today,INCORRECT,True,resume→Presume,Presume today . President Kennedy today
244,train,is Mr. Robert Weaver of New York . One,CORRECT,CORRECT,False,,
245,train,of his tasks will be to see there is no,CORRECT,CORRECT,False,,
246,train,Deep South . The negro is Mr. Robert #,CORRECT,CORRECT,False,,
247,train,Weaver of New York . One of his tasks will,"INCORRECT: Weaver→Weavers, tasks→talks | CORRECTED: Weavers of New York. One of his talks will",INCORRECT,True,"Weaver→Weavers, tasks→talks",Weavers of New York. One of his talks will
248,train,in Government and State housing,CORRECT,CORRECT,False,,
249,train,his Housing Minister . It has aroused strong,"INCORRECT: remove leading ""his"" | CORRECTED: Housing Minister . It has aroused strong",INCORRECT,True,"remove leading ""his""",Housing Minister . It has aroused strong
250,train,defended the appointment of a Negro as,CORRECT,CORRECT,False,,
251,train,projects .,CORRECT,CORRECT,False,,
252,train,opposition from the anti-Negro senators of the,CORRECT,CORRECT,False,,
253,train,Informal talks at Lancaster House will,CORRECT,CORRECT,False,,
254,train,resume today . PRESIDENT KENNEDY today,"INCORRECT: remove leading ""resume "" | CORRECTED: ""today . PRESIDENT KENNEDY today""",INCORRECT,True,"remove leading ""resume ""","""today . PRESIDENT KENNEDY today"""
255,train,be to see there is no racial discrimination,"INCORRECT: remove leading ""be "" | CORRECTED: to see there is no racial discrimination",INCORRECT,True,"remove leading ""be """,to see there is no racial discrimination
256,train,the appointment of a Negro as his Housing Minister .,CORRECT,CORRECT,False,,
257,train,senators of the Deep South . The negro is Mr.,CORRECT,CORRECT,False,,
258,train,will be to see there is no racial discrimination,CORRECT,CORRECT,False,,
259,train,in Government and State housing projects .,CORRECT,CORRECT,False,,
260,train,today . PRESIDENT KENNEDY today defended,CORRECT,CORRECT,False,,
261,train,It has aroused strong opposition from the anti-Negro,CORRECT,CORRECT,False,,
262,train,Informal talks at Lancaster House will resume,CORRECT,CORRECT,False,,
263,train,Robert Weaver of New York . One of his tasks,CORRECT,CORRECT,False,,
264,train,that Weaver once had Communist affiliations .,CORRECT,CORRECT,False,,
265,train,"by another Southern Senator - Willis Robertson ,",CORRECT,CORRECT,False,,
266,train,off the opposition by telling a television,"INCORRECT: off→of, opposition→apparitions | CORRECTED: of the apparitions by telling a television",INCORRECT,True,"off→of, opposition→apparitions",of the apparitions by telling a television
267,train,of Virginia - met today in closed session,CORRECT,CORRECT,False,,
268,train,"audience it was "" current Washington gossip """,CORRECT,CORRECT,False,,
269,train,Robertson later disclosed he had sent a letter,CORRECT,CORRECT,False,,
270,train,to Mr. Kennedy saying he had received several,CORRECT,CORRECT,False,,
271,train,complaints about Weaver's loyalty .,CORRECT,CORRECT,False,,
272,train,to discuss Weaver's appointment . Senator,CORRECT,CORRECT,False,,
273,train,Senator Allen Ellender of Louisiana sparked,CORRECT,CORRECT,False,,
274,train,"The Senate Banking Committee , which is headed",CORRECT,CORRECT,False,,
275,train,discuss Weaver's appointment . Senator,INCORRECT: discuss→discusses | CORRECTED: discusses Weaver's appointment . Senator,INCORRECT,True,discuss→discusses,discusses Weaver's appointment . Senator
276,train,Virginia - met today in closed session to,"INCORRECT: ""Virginia -"" is incorrectly placed at the start instead of the end of the line, ""to"" is incorrectly placed at the end instead of immediately before ""Virginia"" | CORRECTED: met today in closed session to Virginia -",INCORRECT,True,"""Virginia -"" is incorrectly placed at the start instead of the end of the line, ""to"" is incorrectly placed at the end instead of immediately before ""Virginia""",met today in closed session to Virginia -
277,train,"Southern Senator - Willis Robertson , of",CORRECT,CORRECT,False,,
278,train,"Committee , which is headed by another",CORRECT,CORRECT,False,,
279,train,Robertson later disclosed he had sent a letter,CORRECT,CORRECT,False,,
280,train,to Mr. Kennedy saying he had received,CORRECT,CORRECT,False,,
281,train,"Washington gossip "" that Weaver once had",CORRECT,CORRECT,False,,
282,train,Communist affiliations . The Senate Banking,CORRECT,CORRECT,False,,
283,train,"Senator Allen Ellender , of Louisiana ,",CORRECT,CORRECT,False,,
284,train,"television audience it was "" current",CORRECT,CORRECT,False,,
285,train,sparked off the opposition by telling a,CORRECT,CORRECT,False,,
286,train,"Willis Robertson , of Virginia - met today in",CORRECT,CORRECT,False,,
287,train,letter to Mr. Kennedy saying he had received several,INCORRECT: he→we | CORRECTED: letter to Mr. Kennedy saying we had received several,INCORRECT,True,he→we,letter to Mr. Kennedy saying we had received several
288,train,"gossip "" that Weaver once had Communist affilia-","INCORRECT: missing ""gossip"" after ""affilia-"" | CORRECTED: ""gossip "" that Weaver once had Communist affilia-gossip""",INCORRECT,True,"missing ""gossip"" after ""affilia-""","""gossip "" that Weaver once had Communist affilia-gossip"""
289,train,complaints about Weaver's loyalty .,CORRECT,CORRECT,False,,
290,train,"Senator Allen Ellender , of Louisiana ,",CORRECT,CORRECT,False,,
291,train,Senator Robertson later disclosed he had sent a,CORRECT,CORRECT,False,,
292,train,closed session to discuss Weaver's appointment .,CORRECT,CORRECT,False,,
293,train,"tions . The Senate Banking Committee , which",CORRECT,CORRECT,False,,
294,train,is headed by another Southern Senator -,CORRECT,CORRECT,False,,
295,train,sparked off the opposition by telling a,CORRECT,CORRECT,False,,
296,train,"television audience it was "" current Washington",CORRECT,CORRECT,False,,
297,train,Robertson saying the Federal Bureau of In-,CORRECT,CORRECT,False,,
298,train,"He believed he would perform "" outstanding",INCORRECT: outstanding→outstandingly | CORRECTED: He believed he would perform outstandingly,INCORRECT,True,outstanding→outstandingly,He believed he would perform outstandingly
299,train,He said these concerned Mr. Weaver's,CORRECT,CORRECT,False,,
300,train,Mr. Kennedy rushed a letter to Senator,CORRECT,CORRECT,False,,
301,train,committee has to pass Mr. Weaver's,CORRECT,CORRECT,False,,
302,train,alleged association with organisations black-,CORRECT,CORRECT,False,,
303,train,"service "" in his post . Senator Robertson's","INCORRECT: service→resource | CORRECTED: resource ""in his post. Senator Robertson's",INCORRECT,True,service→resource,"resource ""in his post. Senator Robertson's"
304,train,vestigation had reported on Mr. Weaver .,CORRECT,CORRECT,False,,
305,train,nomination before it can be con-,CORRECT,CORRECT,False,,
306,train,# sidered by the full Senate .,INCORRECT: # sidered→considered | CORRECTED: considered by the full Senate .,INCORRECT,True,# sidered→considered,considered by the full Senate .
307,train,listed by the Government . Immediately,INCORRECT: listed→Unlisted | CORRECTED: Unlisted by the Government. Immediately,INCORRECT,True,listed→Unlisted,Unlisted by the Government. Immediately
308,train,has to pass Mr. Weaver's nomination before it,CORRECT,CORRECT,False,,
309,train,"he would perform "" outstanding service """,CORRECT,CORRECT,False,,
310,train,alleged association with organisations black-,CORRECT,CORRECT,False,,
311,train,listed by the Government . Immediately Mr.,CORRECT,CORRECT,False,,
312,train,He said these concerned Mr. Weaver's,CORRECT,CORRECT,False,,
